Quality	#1 ID	#2 ID	#1 String	#2 String
1	2585	258500002	the emplyer for whihc has worked written in	author
0	3384	338400004	awards have ns won	gdp ppp year
0	1188	118800005	Was a bmember of	background
0	3679	367900005	are some s phylum is	fossil range
0	418	41800004	have written stuff broadcasted on the	equity
0	2783	278300006	the common former team of and	college
1	3770	377000001	list all the chairman of	chairman
0	2006	200600004	To party does the belong was born in	blank info sec
0	3714	371400006	List the judge of the TV one of the judge is	musicalguests
0	3160	316000006	race is the is the race of the	mfmf
0	3249	324900004	awards have graduates from the earned	university attended
1	2945	294500002	the console successor is predecessor is	predecessor
0	3614	361400004	would be a common border of the shimsa	other name
1	1212	121200002	are some other services of the service is	services
1	1289	128900001	have been composed by	composer
0	1735	173500004	was the animator of both Skeleton Dance	runtime
1	1272	127200001	currencies are circulated in the countries people speak	official language
0	2410	241000002	do the politicians work	years
0	897	89700003	politicians are in	new session
0	568	56800006	In city is located	signature wine
0	913	91300003	are the s writers did notable work for	editor
0	2220	222000004	Was in the band	band member
0	1224	122400006	movies did direct	spouse
1	2859	285900002	is the service of the is the award of the (playwright)	awards
1	2170	217000001	By m is the broadcaster network founded	founded by
0	696	69600004	did debut	finalteam
0	3413	341300003	is the alma mater of the person child is	active years start date
0	492	49200003	owns the railway line goes through the	zone
0	401	40100007	i burial place of the is the birth place of	gp fastest laps
0	2154	215400006	Was written by	music composer
0	2751	275100005	religions are followed by s	short description
0	2146	214600005	is the mouth is in deadsea	may precipitation mm
0	2499	249900003	List all the notable works of	executive producer
0	1614	161400004	Companies founded in have typically divisions	venue
0	645	64500002	the common current team of the and	tt podiums
1	284	28400001	sports team members have player named	name
0	999	99900003	the predecessor is successor is	inaugural
1	2194	219400002	are the awards won by the film director of	director
0	158	15800003	researchers received fellowship from	board
0	2702	270200005	country did the successor of swear oath to	birth date
0	21	2100006	Is one of the destinations of airways	parent
0	2029	202900003	is the governing body of	garrison
0	1216	121600005	all the venues of the convention has been hosted in	name
0	3877	387700005	were founded in places is the governing body	p
0	1325	132500004	To destinations does fly	founded
0	1790	179000002	operates	type
0	1415	141500003	are some s have citizenship	country
1	2609	260900002	the is known for inventing was a member of	prizes
0	3115	311500006	's military branch is vice president is	birth date
0	1355	135500006	municipality is neighbored by Chne-Bougeries	birth place
0	3581	358100005	is software programming language is ++ operating system is Mirosoft Windows	influenced by
1	1915	191500002	is the university to went was a club manager	institution
0	3082	308200005	List the s published by	location
0	3971	397100005	the composer of	title
0	1259	125900004	is the former team of the s position is	player positions
0	761	76100007	List the awards given to the relatives of	birth place
1	3180	318000001	authored book	author
0	1175	117500003	developer of was the predecssor of compnay	typing
0	3512	351200004	arena of is the death palce of	league
0	2793	279300005	is the common place DE- was built is one of the destinations of	fleet size
0	1449	144900007	was the under people won the of in 	next year
1	1572	157200001	place founded by is the location fo	founded
0	3760	376000003	is the distributor of	variants
0	335	33500003	List the other of the team currently plays	p
0	807	80700005	Is currently in the	pattern b
0	3412	341200004	the with mouth as passes through	caption
1	891	89100002	the voice is given by it's distributor is	voices
1	3699	369900001	Is the distributing label of	distributing label
0	1505	150500007	Among the has product named has a key person as	area alt
0	894	89400004	units are responsible for	type
0	478	47800003	are some s originating in	ship homeport
0	2717	271700002	Guests of the television episodes one of the Guests is	nationality
0	3267	326700004	awards did the children of won	birth year
0	1565	156500003	is the state of origin of the is the successor of	color
1	1791	179100001	the broadcast area of	area
0	1583	158300006	Is a bmember of	instrument
0	711	71100005	is the administrative centre is	area total
0	2726	272600005	battles are associated with	allegiance
1	3997	399700001	headcoach of men's basketball team was the coach of team	headcoach
0	2406	240600004	is the affiliations is	num employees
1	3651	365100001	religions are followed by in	religion
1	3712	371200001	Is in the museum	museum
0	3530	353000004	List the ingredients of	alternate name
1	2952	295200001	notable commanders of the is the leader of the	notable commanders
0	3201	320100004	is the publisher of	language
1	2981	298100001	play in the	league
0	475	47500004	s are located in the jurisdiction of	spouse
0	1417	141700003	leo fossils belong to species	subspecies
0	3011	301100006	is hometown to s	blank1 info
1	2644	264400002	In country is del toro a capital of some region	capital
0	127	12700007	is the nation of the played	clubname
0	1116	111600006	belongs to the families of and	kingdom
1	1288	128800001	Is in the achipelago	archipelago
0	71	7100004	Was born in	currency
0	3040	304000007	did the genres originate can found in	hometown
0	2743	274300006	all the were presented by something located in	senators
0	1415	141500002	are some s have citizenship	nationality
0	3005	300500004	did the is predecessor to died	successor
1	1502	150200001	teams did the ex teamplayers of lighthouse boy club start their career with	youthclubs
0	889	88900005	Name the city province is has leader as	population density km
0	352	35200005	is other tenant of the stadia one of the tenant is	subsidiary
1	3746	374600002	companies have launched from the base	launch site
0	1221	122100006	List of people were the first one to ascend a in the	state
0	1752	175200006	is known for are and	2a
0	884	88400004	is the author of	first publication date
0	1296	129600005	the different alma maters of people employed by the	broadcast area
0	1373	137300005	is the famous relative of known for	birth year
0	1442	144200005	To nation do owe their allegiance	service start year
0	1521	152100004	List the former team of the s born in	data
0	626	62600005	is presenter's headquarters is	location city
0	207	20700005	Does the have a junction at	destination
1	1729	172900003	the products is F/A-E/F Super Hornet key person is	key person
0	1684	168400006	high school of the was the palce hwer was recorded	playing team
0	437	43700003	books are there	genre
0	1384	138400005	does the render their services	name
0	551	55100005	Was the honored for the battle of	primary user
0	2342	234200006	Is the formercoach of	active years end year
0	1965	196500003	all the people	country
0	2173	217300003	did the beatified by die	canonized date
0	508	50800004	president of had nickname	before
0	547	54700004	was in military unit played the role of	type
